id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1202618,0.883,0.565,163267,0.286,0.0,4,0.178,-10.871,0,0.0289,95.964,4,0.487
184839,0.759,0.216,178667,0.182,1.82e-06,0,0.161,-16.705,1,0.0389,94.943,4,0.247
151607,0.181,0.637,217907,0.333,0.0,3,0.147,-9.603,1,0.0262,84.347,4,0.588
235820,0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276
412394,0.447,0.39,187720,0.287,2.87e-06,1,0.13,-12.881,1,0.0302,65.179,4,0.302
7672,0.728,0.499,277800,0.379,0.0,0,0.676,-8.315,1,0.0247,101.536,4,0.326
193710,0.879,0.531,328147,0.271,5.43e-06,5,0.717,-10.512,1,0.0343,107.2,4,0.171
347578,0.145,0.781,222293,0.791,0.0,7,0.127,-3.903,0,0.0468,76.998,4,0.902
21029,0.686,0.616,224067,0.597,0.0,8,0.104,-5.328,1,0.0415,165.508,4,0.362
925896,0.666,0.26,180707,0.26,0.00447,5,0.175,-10.669,1,0.0329,172.655,3,0.318
1506851,0.66,0.663,287507,0.292,0.00499,9,0.0649,-17.891,1,0.0307,112.318,4,0.359
556275,0.684,0.583,288427,0.532,0.0,10,0.306,-7.11,0,0.0309,131.741,3,0.223
447563,0.651,0.521,218733,0.26,0.0,3,0.156,-15.871,1,0.0306,96.02,4,0.219
1164056,0.199,0.804,97413,0.741,0.00395,9,0.0815,-7.261,1,0.0371,140.02,4,0.615
229888,0.361,0.492,179907,0.745,0.0,7,0.238,-3.915,1,0.0444,176.141,4,0.591
651900,0.349,0.879,171540,0.604,0.0426,1,0.0812,-9.772,1,0.06,123.133,4,0.859
92625,0.939,0.631,182267,0.127,0.0,0,0.0732,-15.333,1,0.0949,76.559,4,0.322
1668683,0.0981,0.563,183067,0.771,2.34e-06,0,0.103,-4.678,1,0.0253,99.998,4,0.551
1458847,0.57,0.65,180056,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605
201185,0.127,0.627,186067,0.716,0.0,2,0.0344,-7.175,1,0.0352,101.99,4,0.734
892126,0.906,0.524,178507,0.106,0.000293,7,0.116,-11.857,1,0.0319,84.688,1,0.128
2221491,0.974,0.633,189853,0.138,0.000745,4,0.0985,-11.642,0,0.0435,99.018,4,0.317
2231261,0.418,0.308,213333,0.464,2.49e-06,10,0.143,-9.032,1,0.0279,103.734,4,0.318
1598569,0.137,0.48,194907,0.832,0.0,11,0.354,-5.663,1,0.0426,186.875,4,0.648
1557817,0.182,0.572,266773,0.402,0.0,2,0.0878,-9.32,1,0.0272,128.463,4,0.282
53708,0.061,0.641,238112,0.676,0.0,9,0.19,-7.563,1,0.0352,119.943,4,0.131
895376,0.839,0.534,143333,0.462,0.0,4,0.129,-8.172,1,0.0266,96.195,4,0.534
329880,0.916,0.552,202773,0.313,0.0017,5,0.12,-12.41,1,0.0296,88.554,3,0.303
943238,0.385,0.704,162960,0.573,0.0,0,0.0912,-10.154,1,0.0298,127.04,4,0.972
237257,0.619,0.642,246773,0.56,0.017,5,0.0863,-9.644,0,0.0298,88.574,4,0.336
1871231,0.951,0.481,268893,0.227,0.000135,7,0.121,-12.836,1,0.0335,135.521,4,0.277
1848993,0.578,0.581,216267,0.298,0.000276,6,0.0817,-12.511,0,0.0331,95.516,4,0.313
2012487,0.947,0.41,173175,0.0485,0.0,0,0.108,-13.918,1,0.038,137.97,4,0.247
1852166,0.884,0.497,268040,0.129,0.0455,0,0.11,-22.397,1,0.0301,110.724,3,0.209
1086574,0.0505,0.529,199693,0.586,0.0,11,0.0842,-5.824,0,0.0372,80.607,4,0.672
686770,0.727,0.562,156720,0.22,0.0,7,0.153,-12.502,0,0.0442,63.766,4,0.242
2147993,0.481,0.594,179907,0.492,0.0,0,0.0749,-9.584,1,0.0252,98.224,4,0.754
2224835,0.282,0.57,173307,0.523,2.69e-06,6,0.248,-11.052,1,0.0277,101.137,4,0.508
1997446,0.645,0.519,248893,0.737,1.77e-06,10,0.271,-8.7,1,0.0437,82.999,4,0.668
1807548,0.919,0.26,214293,0.319,0.00498,8,0.193,-11.264,1,0.0316,87.727,4,0.194
1328389,0.865,0.259,168720,0.466,4.6e-06,7,0.118,-6.455,0,0.0297,146.197,4,0.588
487545,0.867,0.39,209960,0.0968,3.58e-06,0,0.0715,-14.966,1,0.0285,68.768,4,0.135
1837258,0.527,0.513,193307,0.513,0.000221,2,0.304,-7.299,1,0.0461,125.92,4,0.561
1510702,0.914,0.688,146893,0.0883,1.04e-06,7,0.109,-14.928,1,0.0452,113.424,4,0.369
1354302,0.731,0.544,236720,0.493,1.01e-06,3,0.128,-6.713,1,0.0591,127.5,4,0.657
37442,0.853,0.283,300333,0.326,8.62e-06,5,0.219,-9.091,1,0.0291,79.176,4,0.108
846854,0.927,0.54,352707,0.0874,0.000122,5,0.146,-15.428,1,0.112,88.924,4,0.161
1413796,0.932,0.776,300693,0.222,0.000124,8,0.08,-14.72,1,0.0506,117.049,4,0.405
1038462,0.82,0.615,258856,0.177,0.000186,5,0.135,-16.925,0,0.0465,124.559,4,0.384
1363103,0.742,0.631,105933,0.387,0.000406,5,0.0822,-11.529,1,0.0262,103.11,4,0.832
1656108,0.842,0.146,209133,0.171,2.62e-06,9,0.0757,-15.846,1,0.0367,77.462,4,0.118
2188997,0.548,0.569,415040,0.444,3.29e-05,10,0.119,-10.097,1,0.0373,71.426,4,0.515
2011148,0.403,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
820893,0.815,0.657,228000,0.331,0.0,4,0.106,-7.181,0,0.0284,128.038,4,0.253
2030710,0.318,0.394,228939,0.581,0.0,11,0.112,-5.489,0,0.0397,100.092,3,0.0992
1477892,0.612,0.543,146693,0.204,0.362,0,0.0937,-13.977,1,0.0319,77.227,4,0.443
1578576,0.557,0.406,148373,0.226,0.0116,2,0.347,-11.188,1,0.0293,80.489,4,0.247
58163,0.854,0.271,196467,0.0719,1.0e-06,7,0.115,-18.704,1,0.033,90.701,3,0.0906
1958086,0.885,0.736,182240,0.0995,0.0,0,0.229,-13.084,1,0.0698,88.056,4,0.373
492460,0.717,0.676,174840,0.339,9.77e-06,1,0.109,-13.805,1,0.0509,136.882,4,0.756
2169948,0.841,0.666,212160,0.303,0.000711,11,0.0971,-11.028,0,0.0356,81.923,4,0.342
1647103,0.85,0.363,198867,0.268,0.0,2,0.216,-9.632,0,0.0301,68.885,5,0.45
2243024,0.0231,0.392,243253,0.825,2.25e-06,0,0.0972,-2.068,0,0.0535,98.959,4,0.482
837576,0.988,0.477,357320,0.0451,0.000613,7,0.148,-20.374,1,0.043,98.087,4,0.118
1025010,0.903,0.493,125833,0.13,0.0,1,0.107,-12.522,0,0.0326,83.043,4,0.545
403469,0.177,0.777,188583,0.67,0.0,11,0.247,-6.59,1,0.0484,127.961,4,0.946
2009456,0.255,0.677,233333,0.558,0.0,11,0.0803,-5.375,0,0.201,143.937,4,0.471
1134146,0.406,0.663,185806,0.881,0.0,4,0.421,-4.731,0,0.14,124.09,4,0.801
664041,0.0536,0.653,189677,0.754,0.0,7,0.146,-4.268,0,0.0732,123.96,4,0.647
1401026,0.627,0.601,208696,0.423,0.000187,9,0.107,-11.674,1,0.0362,92.011,4,0.176
270773,0.0152,0.746,206880,0.754,0.0,1,0.0486,-6.681,1,0.067,149.882,4,0.764
1960029,0.00614,0.694,161440,0.854,0.0,7,0.158,-3.891,0,0.043,112.007,4,0.803
1361426,0.473,0.553,187027,0.507,0.0,11,0.108,-6.24,1,0.0304,83.093,4,0.57
2174404,0.312,0.781,234870,0.352,0.0,8,0.286,-12.345,0,0.851,93.033,4,0.607
581921,0.13,0.714,230400,0.643,0.0,5,0.0345,-14.542,0,0.284,135.948,4,0.791
599530,0.000817,0.794,200800,0.629,0.0159,10,0.0747,-9.238,0,0.0731,149.953,4,0.647
869039,0.274,0.547,210442,0.893,6.47e-06,11,0.25,-2.177,0,0.0389,123.991,4,0.466
248961,0.0335,0.58,216442,0.477,0.0,0,0.123,-6.452,0,0.0275,94.636,4,0.228
2011410,0.0538,0.605,222920,0.79,0.0,5,0.263,-4.163,1,0.114,157.931,4,0.505
1074779,0.0132,0.663,192000,0.84,0.0,2,0.496,-2.85,1,0.083,128.071,4,0.609
1360926,0.0724,0.512,226330,0.526,0.0,1,0.0675,-5.44,1,0.0251,85.024,4,0.249
1286692,0.0276,0.504,226387,0.647,0.0,7,0.152,-5.871,1,0.0359,139.883,4,0.244
89209,0.118,0.759,164208,0.668,0.0,11,0.113,-4.183,1,0.082,139.963,4,0.585
775901,0.114,0.554,225747,0.767,0.0,0,0.231,-5.043,1,0.0497,122.846,4,0.497
312279,0.065,0.682,235093,0.802,0.0,8,0.107,-2.803,1,0.0422,116.972,4,0.411
630694,0.118,0.467,219520,0.824,0.0,10,0.376,-6.363,1,0.118,88.807,4,0.609
1388449,0.0832,0.543,208880,0.776,0.0,6,0.0931,-5.456,1,0.0475,77.01,4,0.695
1952409,0.0627,0.62,212347,0.812,0.0,0,0.876,-5.673,0,0.181,91.97,4,0.683
1148492,0.000323,0.637,169573,0.509,0.0,1,0.0938,-5.926,1,0.0346,111.805,4,0.306
1607836,0.0171,0.65,229880,0.943,0.0,11,0.15,-4.751,1,0.0692,126.008,4,0.8
2253462,0.00965,0.776,174547,0.58,0.0,11,0.109,-9.339,0,0.0815,131.868,4,0.294
819813,0.0193,0.832,101387,0.835,1.38e-05,1,0.106,-4.683,1,0.0591,101.035,4,0.855
955959,0.0127,0.804,169213,0.693,0.000372,11,0.114,-7.163,1,0.0554,98.047,4,0.792
1916460,0.201,0.798,197040,0.813,0.0,5,0.144,-2.621,0,0.0358,110.011,4,0.751
1451527,0.125,0.64,186040,0.542,1.38e-06,7,0.113,-4.985,1,0.0395,147.045,4,0.0838
132525,0.0331,0.748,199000,0.891,3.95e-05,2,0.118,-4.738,1,0.0339,128.017,4,0.804
735279,0.00936,0.779,192187,0.667,1.57e-05,6,0.0648,-6.361,0,0.0401,90.022,4,0.491
1699389,0.108,0.724,168133,0.752,0.0,2,0.232,-3.81,1,0.0443,104.041,4,0.549
851466,0.0661,0.637,201400,0.585,0.0,1,0.104,-6.853,1,0.0559,131.083,4,0.486
169275,0.0408,0.775,194040,0.801,0.0,5,0.0887,-3.901,0,0.0806,98.99,4,0.391
729897,0.00417,0.94,189133,0.549,1.65e-06,2,0.0624,-9.108,1,0.165,97.993,4,0.492
1315746,0.0033,0.754,197427,0.81,4.58e-05,4,0.119,-5.08,1,0.0335,104.032,4,0.4
2207644,0.663,0.519,151453,0.573,0.0,4,0.378,-7.191,1,0.459,70.723,3,0.665
465506,0.0077,0.654,203680,0.745,3.24e-05,1,0.0639,-4.843,0,0.0607,119.89,4,0.143
804178,0.193,0.729,213640,0.653,0.0,7,0.0614,-5.092,1,0.034,123.031,4,0.43
43793,0.0477,0.635,212493,0.867,0.0,7,0.325,-4.101,1,0.0563,95.983,4,0.381
1988871,0.0201,0.67,226830,0.92,8.85e-06,8,0.097,-5.691,0,0.0426,127.986,4,0.593
231338,0.321,0.667,171250,0.492,0.0,8,0.0744,-8.612,1,0.03,95.976,4,0.796
583303,0.144,0.748,204225,0.738,0.0,1,0.0507,-5.203,1,0.0459,153.987,4,0.571
319556,0.442,0.904,155220,0.798,0.0,7,0.653,-5.185,0,0.106,140.041,4,0.892
2184532,0.423,0.696,193922,0.759,0.0,1,0.0388,-4.783,1,0.0581,86.995,4,0.514
2233235,0.488,0.919,165600,0.452,0.0,1,0.159,-8.78,1,0.122,100.003,4,0.595
2095549,0.428,0.649,151079,0.632,5.1e-05,9,0.161,-6.712,1,0.231,111.526,5,0.345
1300913,0.0784,0.533,233276,0.367,0.0,0,0.123,-11.088,0,0.11,115.947,4,0.135
88886,0.424,0.589,265796,0.474,1.94e-05,2,0.0915,-11.383,1,0.337,99.616,4,0.215
910770,0.0679,0.745,173889,0.543,4.5e-06,8,0.086,-6.336,1,0.0925,108.054,4,0.478
99880,0.193,0.753,170789,0.489,0.0,11,0.179,-9.839,1,0.0807,109.993,4,0.314
1164257,0.261,0.479,240318,0.481,0.0,7,0.11,-8.137,1,0.287,89.451,3,0.242
1970924,0.0156,0.904,211116,0.508,0.0,5,0.0916,-9.682,1,0.2,131.232,4,0.623
1620312,0.2,0.757,178421,0.456,0.0,4,0.106,-10.251,0,0.0547,129.987,4,0.068
1393947,0.365,0.764,227328,0.483,0.0,1,0.0488,-8.262,1,0.102,119.931,4,0.316
1304713,0.481,0.736,185455,0.387,0.0,10,0.124,-11.945,0,0.0752,110.167,4,0.549
1524811,0.0769,0.844,179976,0.503,0.126,8,0.109,-6.716,0,0.0947,141.992,4,0.506
132863,0.554,0.741,175804,0.374,0.0,9,0.0814,-11.116,0,0.0361,140.163,4,0.544
1440462,0.198,0.606,213576,0.836,0.0,5,0.101,-4.075,0,0.0311,128.091,4,0.394
1855085,0.41,0.619,219773,0.87,1.37e-06,2,0.0571,-4.956,1,0.501,188.772,4,0.94
519120,0.112,0.695,223853,0.774,0.0,9,0.148,-4.543,0,0.0944,114.043,4,0.744
90438,0.392,0.681,241880,0.384,0.0,2,0.123,-6.586,1,0.0314,124.984,3,0.502
1986771,0.786,0.582,199013,0.413,0.0,7,0.136,-9.785,1,0.0295,95.588,4,0.528
155540,0.642,0.466,215760,0.326,0.0,11,0.0972,-5.912,0,0.0411,174.766,3,0.288
744223,0.813,0.494,186960,0.425,0.0,10,0.11,-7.923,1,0.0679,144.736,3,0.275
888944,0.456,0.69,201453,0.584,0.0,9,0.126,-6.336,1,0.0725,91.157,4,0.533
660518,0.234,0.821,199187,0.592,0.0,9,0.0711,-6.324,1,0.0616,116.965,4,0.705
1904030,0.25,0.417,198213,0.679,0.0,11,0.243,-5.806,0,0.1,149.796,3,0.319
2238607,0.329,0.684,300973,0.611,0.0,0,0.104,-6.33,1,0.256,79.078,4,0.0945
1206984,0.749,0.57,199600,0.275,0.0,1,0.137,-8.55,1,0.0378,115.561,5,0.372
199212,0.454,0.467,232147,0.493,0.0,0,0.118,-6.742,1,0.0439,104.165,5,0.281
1970184,0.689,0.395,205307,0.405,0.0,8,0.1,-7.683,1,0.0772,51.835,5,0.268
490585,0.613,0.434,191800,0.266,0.0,4,0.109,-8.824,1,0.0364,157.334,4,0.284
952660,0.252,0.758,194147,0.501,0.0,0,0.191,-7.051,1,0.0589,78.042,4,0.397
957144,0.227,0.477,217320,0.806,0.0,2,0.811,-4.453,1,0.0508,85.164,4,0.611
2003755,0.248,0.487,258160,0.837,0.0,9,0.882,-4.686,1,0.0413,85.047,4,0.524
1499758,0.172,0.347,225053,0.744,0.0,7,0.926,-5.033,0,0.0509,82.612,4,0.536
814674,0.145,0.461,158600,0.608,0.0,9,0.63,-6.244,0,0.0391,114.445,4,0.473
2127372,0.0123,0.675,159416,0.808,0.0,5,0.0636,-3.634,0,0.0595,79.972,4,0.727
218718,0.299,0.607,177831,0.333,0.0,5,0.112,-10.293,1,0.0324,165.917,4,0.781
1543043,0.202,0.785,212560,0.761,0.0,8,0.116,-3.935,1,0.0632,110.013,4,0.473
1033825,0.0389,0.673,196873,0.556,0.0,8,0.201,-6.234,1,0.0321,80.006,4,0.0973
1346654,0.571,0.457,181313,0.917,0.0,7,0.543,-5.081,1,0.327,78.866,4,0.28
563294,0.0163,0.681,191265,0.479,0.0,0,0.0819,-9.522,0,0.0706,156.021,4,0.451
693781,0.0417,0.729,184175,0.738,0.0,6,0.336,-4.724,1,0.0461,98.958,4,0.55
214471,0.0404,0.743,192000,0.683,2.36e-05,9,0.0608,-6.781,0,0.0342,99.997,4,0.574
394331,0.194,0.442,211987,0.512,3.79e-06,6,0.106,-8.93,1,0.117,109.209,4,0.144
941500,0.0888,0.738,225333,0.606,0.0,1,0.103,-6.857,0,0.152,90.008,4,0.573
1546227,0.0625,0.794,207653,0.807,4.89e-06,11,0.0468,-5.302,0,0.0535,120.057,4,0.386
404120,0.0536,0.498,190840,0.681,0.0,5,0.194,-7.2,0,0.111,159.868,4,0.123
1382798,0.377,0.751,225813,0.637,1.13e-06,9,0.44,-8.669,0,0.0602,111.956,4,0.259
1613900,0.0802,0.556,216540,0.634,0.0,8,0.184,-4.339,1,0.187,122.067,4,0.168
224278,0.0104,0.735,196286,0.627,0.0,7,0.0857,-7.902,1,0.0705,139.953,4,0.365
521126,0.0745,0.941,236725,0.402,0.0,1,0.367,-8.484,1,0.151,111.471,4,0.158
81922,0.043,0.728,151041,0.735,0.0,1,0.34,-3.961,1,0.307,139.128,4,0.225
1093260,0.255,0.797,80248,0.59,0.018,8,0.131,-8.304,1,0.461,168.95,4,0.314
2062415,0.0879,0.87,172653,0.468,0.0,6,0.343,-7.661,0,0.323,146.035,4,0.816
2105807,0.195,0.851,158684,0.625,0.0,10,0.266,-5.417,0,0.303,99.061,4,0.668
322291,0.172,0.931,274847,0.358,7.17e-06,1,0.152,-5.348,1,0.234,140.052,4,0.0794
2050738,0.019,0.788,141009,0.556,0.0,9,0.217,-7.655,1,0.345,80.012,4,0.481
1356364,0.0368,0.759,220808,0.517,4.12e-05,11,0.108,-6.86,0,0.255,140.061,4,0.326
1822870,0.00187,0.722,105143,0.527,0.0,8,0.0789,-9.301,1,0.504,160.092,4,0.54
292217,0.542,0.532,226667,0.674,0.0,2,0.146,-7.192,1,0.453,160.909,4,0.904
1327242,0.0995,0.775,165882,0.545,0.0,8,0.168,-5.403,0,0.13,135.907,4,0.431
2145947,0.0799,0.678,335573,0.871,0.0,1,0.369,-2.461,0,0.268,134.37,4,0.329
850728,0.0043,0.623,173798,0.58,0.0,8,0.394,-7.076,1,0.332,163.159,4,0.301
1400060,0.0235,0.791,247347,0.513,2.83e-05,10,0.101,-6.568,0,0.269,76.997,4,0.481
491872,0.0571,0.74,184964,0.75,0.0,6,0.278,-5.572,0,0.252,163.089,4,0.401
327857,0.00616,0.886,173493,0.644,0.0,1,0.161,-9.284,1,0.284,119.992,4,0.664
61109,0.221,0.841,183640,0.665,0.0,1,0.277,-6.568,0,0.271,135.984,4,0.43
564893,0.467,0.468,257541,0.682,0.0,1,0.117,-3.5,1,0.161,104.941,3,0.216
1266996,0.0651,0.797,173600,0.844,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52
2128290,0.391,0.831,214854,0.814,0.0,5,0.109,-5.18,1,0.474,161.041,4,0.846
781456,0.00338,0.548,196733,0.749,0.0,7,0.201,-5.064,1,0.0572,79.955,4,0.373
796133,0.0306,0.747,213132,0.524,0.0,10,0.2,-6.807,0,0.245,140.053,4,0.363
1046154,0.0424,0.888,193173,0.664,0.0,0,0.0734,-10.13,1,0.341,140.012,4,0.53
2124836,0.0102,0.775,197209,0.559,0.0,2,0.116,-8.149,1,0.0474,129.014,4,0.489
729678,0.122,0.849,176560,0.414,0.0,8,0.0602,-8.379,1,0.383,174.001,4,0.351
2009333,0.00957,0.522,156134,0.453,0.0,1,0.228,-17.428,1,0.419,108.004,5,0.388
1863389,0.00171,0.887,149242,0.568,1.11e-05,2,0.0812,-5.853,1,0.323,162.038,4,0.754
1805416,0.182,0.902,140356,0.675,0.0,2,0.12,-6.717,1,0.164,130.118,4,0.62
110464,0.0149,0.921,191252,0.467,0.000238,1,0.334,-8.443,1,0.119,135.995,4,0.287
1857000,0.00365,0.934,192000,0.407,0.0,0,0.11,-8.058,1,0.345,140.024,4,0.0793
1072246,0.0573,0.807,187920,0.887,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,0.961
1390950,0.0888,0.495,259162,0.683,0.0,4,0.176,-7.135,1,0.0605,162.993,4,0.556
1846887,0.273,0.587,217839,0.912,0.0,8,0.36,-3.735,1,0.0826,160.035,4,0.874
244581,0.059,0.649,219200,0.795,0.0,7,0.132,-5.337,1,0.163,160.061,4,0.915
1911778,0.024,0.79,223405,0.554,0.000163,0,0.213,-5.888,1,0.0405,93.228,4,0.725
841007,0.00119,0.325,231827,0.664,0.0,9,0.187,-4.45,1,0.0344,135.883,4,0.367
99191,0.00491,0.541,162053,0.887,0.000174,1,0.0697,-5.102,1,0.0534,158.107,4,0.679
1686319,0.0821,0.913,199938,0.716,0.0,8,0.0489,-4.137,1,0.069,94.987,4,0.39
1020618,0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.576
2200614,0.0668,0.964,260240,0.605,7.78e-06,9,0.214,-6.223,1,0.179,129.994,4,0.646
620300,0.0326,0.481,221533,0.809,5.08e-06,8,0.0424,-6.019,1,0.0408,84.926,4,0.697
2146976,0.283,0.703,199320,0.747,0.0,0,0.396,-4.446,0,0.0895,149.974,4,0.7
710865,0.0783,0.785,193164,0.895,0.00425,7,0.236,-4.03,0,0.0276,119.999,4,0.967
2158301,0.442,0.632,199640,0.649,0.0,5,0.0988,-5.933,1,0.0267,98.03,4,0.614
2080152,0.0167,0.649,199580,0.79,0.0,9,0.255,-5.529,1,0.0482,124.993,4,0.458
1126635,0.181,0.741,209423,0.726,0.000189,3,0.111,-3.77,0,0.143,163.991,4,0.527
420708,0.0469,0.657,172889,0.785,0.0,5,0.0972,-3.99,1,0.0334,81.022,4,0.906
224794,0.00463,0.539,211573,0.869,0.0,6,0.324,-5.341,1,0.0471,143.987,4,0.362
2020386,0.0137,0.49,198733,0.798,0.0,6,0.0627,-3.66,1,0.0489,149.109,4,0.479
1441161,0.0574,0.875,234107,0.481,0.000453,9,0.0916,-5.088,0,0.0451,91.474,4,0.716
1240524,0.491,0.643,185187,0.871,0.0,1,0.29,-2.734,0,0.118,121.569,4,0.452
2024822,0.269,0.419,248093,0.805,3.04e-06,4,0.183,-4.615,1,0.0456,169.921,4,0.47
1487860,0.0132,0.705,256947,0.806,0.00428,9,0.0701,-3.607,1,0.0309,103.383,4,0.734
2178846,0.542,0.384,221200,0.527,0.0,11,0.156,-5.294,0,0.0269,100.73,3,0.222
1582924,0.464,0.635,91440,0.634,1.98e-06,9,0.343,-10.513,1,0.535,171.679,4,0.821
821391,0.0804,0.759,256333,0.76,0.0,9,0.0818,-7.199,0,0.0322,120.006,4,0.731
1835584,0.0262,0.627,164880,0.826,0.00674,11,0.0569,-4.143,1,0.092,98.434,4,0.685
1498173,0.0473,0.434,213760,0.872,1.83e-06,0,0.396,-2.974,1,0.0702,71.515,4,0.732
804463,0.317,0.48,154160,0.561,0.00641,0,0.184,-5.874,1,0.027,164.791,4,0.541
889081,0.0746,0.475,141267,0.745,7.0e-05,9,0.122,-4.928,0,0.189,176.143,4,0.435
216097,0.0722,0.787,153413,0.565,0.0,0,0.184,-4.755,1,0.133,133.817,4,0.894
2261464,0.537,0.59,151573,0.803,0.0,4,0.105,-2.518,1,0.085,87.851,4,0.477
1931750,0.00253,0.698,219413,0.843,0.000454,1,0.124,-4.789,1,0.0544,105.83,4,0.894
1894761,0.0501,0.42,221267,0.776,1.48e-05,0,0.179,-5.444,1,0.0809,144.823,4,0.429
847607,0.0346,0.754,191840,0.806,0.0274,9,0.204,-4.767,1,0.0388,95.506,4,0.532
1299079,0.176,0.646,228853,0.598,1.2e-06,7,0.0856,-4.596,1,0.0581,87.667,4,0.719
1721014,0.0105,0.67,204893,0.856,0.0734,0,0.0351,-7.058,1,0.267,146.754,3,0.684
1342488,0.00207,0.778,165120,0.514,0.0183,8,0.108,-14.372,1,0.0495,107.983,4,0.749
1514210,0.0978,0.896,200627,0.463,0.0,7,0.161,-7.377,1,0.0862,103.001,4,0.683
815168,0.742,0.594,130080,0.309,0.0,2,0.117,-9.809,1,0.0454,75.958,4,0.31
1544680,0.362,0.744,209560,0.537,9.21e-06,11,0.176,-7.042,0,0.0604,76.41,4,0.469
125836,0.0229,0.642,200187,0.502,0.0,1,0.111,-7.874,0,0.0407,115.867,4,0.14
1306211,0.877,0.577,285453,0.329,0.00187,11,0.92,-10.232,0,0.115,130.23,4,0.478
112814,0.947,0.544,175987,0.135,0.000115,9,0.891,-9.002,0,0.0504,87.072,4,0.262
738280,0.89,0.422,152093,0.243,2.43e-05,0,0.675,-9.398,1,0.0336,90.556,4,0.276
2238339,0.872,0.289,243843,0.35,0.0,5,0.0826,-10.856,1,0.0367,79.625,4,0.0885
583811,0.0562,0.597,181493,0.586,0.0,2,0.0443,-6.631,0,0.032,121.373,4,0.576
1896957,0.129,0.562,317013,0.811,4.17e-06,10,0.0675,-8.273,0,0.0599,95.54,4,0.706
2195361,0.174,0.569,262813,0.632,0.000231,0,0.134,-4.538,1,0.0257,93.239,4,0.286
1421821,0.0489,0.701,169373,0.66,2.84e-05,5,0.354,-6.075,0,0.0303,98.003,4,0.601
2193015,0.463,0.539,196080,0.493,6.79e-05,5,0.0894,-8.206,1,0.033,78.152,3,0.234
1504578,0.255,0.6,176320,0.854,0.0,10,0.0819,-2.846,1,0.071,146.425,4,0.935
2239447,0.279,0.691,166960,0.608,1.75e-06,9,0.111,-5.045,0,0.0516,138.039,4,0.737
1049710,0.0349,0.698,254613,0.557,0.000115,0,0.0728,-8.643,1,0.237,80.02,4,0.622
40563,0.842,0.514,268307,0.254,6.48e-05,5,0.118,-11.879,1,0.0361,109.53,4,0.128
763275,0.345,0.596,237173,0.496,0.539,0,0.0959,-6.841,1,0.0297,92.247,4,0.29
244719,0.257,0.689,213307,0.694,0.0,6,0.148,-5.83,0,0.027,99.039,4,0.482
926809,0.321,0.69,233253,0.621,2.81e-05,8,0.0884,-3.583,1,0.06,66.858,3,0.497
1907917,0.202,0.759,211067,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907
717712,0.101,0.768,173027,0.864,0.0,11,0.162,-6.145,1,0.0324,110.008,4,0.891
817397,0.153,0.831,239227,0.921,0.00213,5,0.305,-2.383,0,0.0581,108.002,4,0.794
1741853,0.0645,0.68,266000,0.625,5.81e-05,11,0.109,-7.0,0,0.0353,94.02,4,0.814
1928494,0.0124,0.7,150827,0.831,0.000966,6,0.0949,-4.931,1,0.0681,121.003,4,0.808
893575,0.0228,0.699,208160,0.866,0.00122,1,0.103,-5.712,1,0.0493,109.996,4,0.708
2072778,0.0703,0.593,200827,0.97,8.84e-06,10,0.314,-4.187,0,0.0716,131.995,4,0.809
1672233,0.00197,0.658,189173,0.78,0.000218,4,0.108,-5.072,1,0.0344,98.042,4,0.536
1128211,0.00864,0.492,178560,0.934,1.08e-06,2,0.289,-3.822,1,0.125,160.877,4,0.637
476327,0.102,0.569,187560,0.721,3.38e-05,10,0.204,-5.889,1,0.0375,180.06,4,0.927
277268,0.677,0.687,172627,0.487,0.0,7,0.142,-10.933,1,0.0266,89.981,4,0.759
504342,0.479,0.762,208867,0.667,1.9e-06,10,0.0882,-10.357,1,0.0336,102.06,4,0.897
171791,0.179,0.632,184733,0.738,6.11e-06,10,0.375,-7.708,1,0.0405,91.167,4,0.883
1595906,0.000484,0.559,217933,0.963,0.00303,7,0.183,-1.938,1,0.0817,164.057,4,0.7
125738,0.00448,0.571,220627,0.932,0.00939,6,0.117,-3.68,0,0.0576,150.014,4,0.864
744877,0.00602,0.792,287293,0.811,0.000155,10,0.224,-5.198,0,0.0367,108.054,4,0.509
1410496,0.115,0.761,243227,0.797,2.13e-06,11,0.329,-5.942,1,0.0381,100.023,4,0.635
102984,0.0023,0.978,254467,0.787,4.6e-06,2,0.102,-2.79,1,0.0394,116.006,4,0.597
201600,0.11,0.758,198507,0.927,0.0285,9,0.374,-2.768,1,0.0509,115.076,4,0.96
520896,0.0416,0.746,268187,0.89,2.6e-06,1,0.0903,-5.126,1,0.0346,119.982,4,0.917
1816602,0.717,0.8,211493,0.317,1.54e-05,0,0.112,-11.883,1,0.0294,104.931,4,0.49
